Num,S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
1735,235,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,20.5,3.42
1736,236,Kentreck Labs Pvt Ltd.,Cydroxil S (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,21.5,3.58
1737,237,Aan Pharma Pvt Ltd,Droxan (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
1738,238,Maya Drugs & Antibiotics,Doly Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22,3.67
1739,239,Libra Drugs (India),Libadroz (60 ml),Syrup    ,5 ml,Cefadroxil-125 mg,60 ml,44.8,3.73
1740,240,Secure Healthcare Inc. India,Drosec (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,22.5,3.75
1741,241,Briskon Laboratories,Bless (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,23.9,3.98
1742,242,Maitri Healthcare Pvt. Ltd.,Maitridrox Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24,4
1743,243,Pharmatech Healthcare,Droxitech (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24,4
1744,244,Pifer Pharmaceuticals Pvt Ltd,Pyceff Kid (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,24.9,4.15
1745,245,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,26,4.33
1746,246,Mediwin Pharmaceuticals,Droxef Dry (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,27.5,4.58
1747,247,Ben Pharmaceuticals,Ceroxyl (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,30,5
1748,248,Aabtac Lifecare Pvt. Ltd.,Droxib (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,30,5
1749,249,Ind-Swift Limited,Swiceff RM (30 ml),Syrup    ,5 ml,Cefadroxil-125 mg,30 ml,36,6
1750,250,Biocare Remedies,Roxil (5 ml),Syrup    ,5 ml,Cefadroxil-125 mg,5 ml,19.9,19.9
1751,251,Laborate Pharmaceuticals India Ltd.,LB Drox (10 ml),Drop    ,5 ml,Cefadroxil-125 mg,10 ml,12.75,6.38
1752,1,Acichem Laboratories,Acidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,40,0.4
1753,2,Robin Pharmaceuticals,Rubycef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,47,0.47
1754,3,Madhav Labs,Tidel (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,59,0.59
1755,4,East African (I) Remedies Pvt Ltd,Cefavir DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,15,1.5
1756,5,Agron Remedies Pvt Ltd (Agrogem),Cefadron-LB (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,163.7,1.64
1757,6,Jan Aushadhi,Cefadroxil 250 mg (Jan Aushadhi),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,16.63,1.66
1758,7,Corona Laboratories,C Drox (250 mg) (Corona Labs),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,17,1.7
1759,8,Ambicof LS,Ambidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,18,1.8
1760,9,Genvista (Cadila Pharmaceuticals Ltd.),Vistadrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,18.56,1.86
1761,10,Aglowmed Ltd,Gigacef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.3,1.93
1762,11,Intas Pharmaceuticals Ltd.,CDR (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.48,1.95
1763,12,Talent Healthcare,Cefalobid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.5,1.95
1764,13,Zest Pharma,Sudrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.5,1.95
1765,14,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.52,1.95
1766,15,FDC Limited,Zadro DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.56,1.96
1767,16,Taurus Laboratories Pvt. Ltd.,Cefataur (250 mg) (cefadroxil),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.8,1.98
1768,17,Indamed Pharmaceuticals Pvt. Ltd,Fenarox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,19.9,1.99
1769,18,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1770,19,Elikem Pharmaceuticals Pvt. Ltd.,Trenax (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1771,20,Scott-Edil Pharmacia Ltd.,Coxil DT,Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1772,21,Finesse Pharmaceuticals,Drofi (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1773,22,Aquila Labs,Aqdrox DS (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1774,23,Shreeyam Health Care,Vinoxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1775,24,Mascot Lifesciences Pvt. Ltd.,Cotdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1776,25,BRD Medilabs,M Droxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1777,26,Moxy Laboratories Pvt. Ltd.,Droxicef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20,2
1778,27,Bactolac Formulations Pvt. Ltd.,Cedil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.06,2.01
1779,28,Sunij Pharma Pvt Ltd,Sunidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.24,2.02
1780,29,Iscon Lifesciences,Efaroxe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.31,2.03
1781,30,Nestor Pharmaceuticals Ltd,Nesdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.38,2.04
1782,31,Icon Pharma & Surgicals Pvt. Ltd,Droxycon DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,40 Tablet,82,2.05
1783,32,Kentreck Labs Pvt Ltd.,Cydroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.5,2.05
1784,33,Bal Pharma Limited,Cefoxil-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.53,2.05
1785,34,Intima (IPCA Laboratories Ltd),Pendrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.57,2.06
1786,35,Hamax Pharmaceuticals,Drosafe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.57,2.06
1787,36,Medicamen Biotech Ltd.,Ortos DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.58,2.06
1788,37,Deys Medical Stores (Mfg) Ltd,Brotzu (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.58,2.06
1789,38,Lupin Laboratories Ltd.,Odoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,20.6,2.06
1790,39,Osho Pharma Pvt.Ltd.,Osodroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1791,40,Leben Laboratories Pvt. Ltd.,Cexil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1792,41,Sanjeevani Bio-Tech (P) Ltd,Lixy (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1793,42,UPS Healthcare,Droxup (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1794,43,Elite Pharma Pvt Ltd,Droxilite Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1795,44,Bal Pharma Limited,Cefoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1796,45,Que Pharma Pvt.Ltd,Qcidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21,2.1
1797,46,Active Healthcare,Actidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.2,2.12
1798,47,Torrent Pharmaceuticals Ltd.,Droxyl Kid DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.3,2.13
1799,48,Micro Nova Pharmaceuticals Ltd.,Bicef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.41,2.14
1800,49,Comed Chemicals Pvt Ltd,Codroxil KT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.43,2.14
1801,50,Stalwart Remedies Pvt. Ltd.,Aldrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
1802,51,Biostrass Health Sciences,Rapidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
1803,52,D.C.M. Laboratories,Cimdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,21.5,2.15
1804,53,Rhombus Pharma Private Limited,Kidoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
1805,54,Rhombus Pharma Private Limited,Kindoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
1806,55,Silicon Pharma (Rhombus Pharma Pvt Ltd),Nefaxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,240,2.4
1807,56,Aan Pharma Pvt Ltd,Droxan (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,24,2.4
1808,57,Vostok & Wilcure Remedies,Wydrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,24.5,2.45
1809,58,Rax Health Care Pvt. Ltd.,Raxdil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25,2.5
1810,59,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25,2.5
1811,60,Pharma Plus,Reoxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,25.75,2.58
1812,61,Mefro Pharmaceuticals Pvt Ltd,Acer (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,33,3.3
1813,62,Times Drugs & Pharmaceuticals (P) Ltd.,C Droxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,33,3.3
1814,63,Serve Pharmaceuticals,Faxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,331,3.31
1815,64,Indu Drugs,Cefdil-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
1816,65,Suzikem Drugs Pvt. Ltd.,Suzidrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
1817,66,Zorex Pharma Pvt. Ltd.,CDX (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34,3.4
1818,67,Beckcem Drugs International (P) Ltd,Kodrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34.5,3.45
1819,68,Cipla Limited,Neodrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,34.8,3.48
1820,69,Om Biotec,Drosafe (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35,3.5
1821,70,Sarmain Pharmaceuticals,Maindrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,350,3.5
1822,71,Ajanta Pharma Ltd.,Apdil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.32,3.53
1823,72,Ind-Swift Limited,Swiceff DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.34,3.53
1824,73,Wallace Pharmaceuticals Ltd.,Waladrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.4,3.54
1825,74,Ajanta Pharma Ltd.,Kefdil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.41,3.54
1826,75,Emcure Pharmaceuticals Ltd.,Qceph (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.42,3.54
1827,76,Ochoa Laboratories (P) Ltd.,Ococef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.44,3.54
1828,77,Intra Labs India Pvt Ltd,Caredrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
1829,78,Wander Ltd,Cefcare DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
1830,79,Ecocare,Svdox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.5,3.55
1831,80,Cosme Healthcare (CFL Pharmaceuticals Ltd),Cosdrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.61,3.56
1832,81,Gracure Pharmaceuticals Ltd.,CFD (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,40 Tablet,143.3,3.58
1833,82,Nicholas Piramal India Ltd.,Modcef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,35.94,3.59
1834,83,Trident Pharmaceuticals Pvt Ltd,RDX Kid Forte (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
1835,84,Reddy Pharmaceuticals Ltd.,Cefdre-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
1836,85,Varun Life Sciences Pvt. Ltd.,Cynoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36,3.6
1837,86,Reliance Formulation Pvt Ltd,Ridrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.2,3.62
1838,87,DWD Pharmaceuticals Ltd.,Dax DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.22,3.62
1839,88,Jarson Pharmaceuticals,Droxyla (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.65,3.67
1840,89,Elfin Drugs Pvt. Ltd. (Elfin Pharma Pvt Ltd),Cudrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,36.9,3.69
1841,90,Eden Healthcare,Edoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1842,91,Vision Medilink,Neoxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,370,3.7
1843,92,Hamax Pharmaceuticals,Drocef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1844,93,Excare Laboratories,Exdrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1845,94,Royal Labs,Paxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1846,95,Macleods Pharmaceuticals Pvt Ltd.,Acudrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1847,96,Ikon Remedies Pvt. Ltd.,Cefwin-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1848,97,Zephyr Medicare Pvt. Ltd.,Droxif (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1849,98,Litaka Pharmaceuticals Ltd,Kefexyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1850,99,Kwik Healthcare,Pandrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1851,100,Blue Cross Laboratories Ltd.,Bludrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1852,101,Andic Lifescience Pvt. Ltd.,Cefadic (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1853,102,Winsome Laboratories Ltd.,Hydrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1854,103,Redson Pharmaceuticals,Cefadil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1855,104,Natco Pharma Ltd,Cefdronat (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37,3.7
1856,105,Paradigm Healthcare,Cedar (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,370.8,3.71
1857,106,Profic Organic Ltd.,Monodrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.2,3.72
1858,107,Plethico Pharmaceuticals,Delcef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.39,3.74
1859,108,Stallion Laboratories Pvt Ltd,Cedril (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.45,3.75
1860,109,Medico Labs.,Bonaxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.45,3.75
1861,110,Alkem Laboratories Ltd,RT Cef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.48,3.75
1862,111,Woodrock Healthcare Pvt. Ltd.,Nitidrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.5,3.75
1863,112,Symbiosis Labs (P) Ltd.,Androxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.5,3.75
1864,113,Perk Pharmaceuticals Ltd.,Prodrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.5,3.75
1865,114,Shalman Pharmaceuticals Pvt. Ltd.,Shaldrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,375.2,3.75
1866,115,Maneesh Healthcare (Maneesh Pharmaceuticals Ltd),Puredrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.55,3.76
1867,116,Indoco Remedies Ltd,Vepan DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.59,3.76
1868,117,Medley Pharmaceuticals Ltd.,Zoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1869,118,Bergen (Alkem Laboratories Ltd),Cffoxid DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1870,119,Ind-Chemie Health Specialities Pvt Ltd.,Kefzen (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1871,120,Hetero Healthcare Ltd.,Lydroxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1872,121,Zydus Cadila Healthcare Ltd,Eliminate (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1873,122,Rextar (Ranbaxy Laboratories Ltd),Kefloxin DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1874,123,Cipla Limited,Cefadur DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.64,3.76
1875,124,Smilax Pharmaceuticals,De Bact (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.65,3.77
1876,125,Hindustan Antibiotics Ltd.,Droxibid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,4 Tablet,15.06,3.77
1877,126,Mapra Laboratories Pvt Ltd.,Mapradrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,37.68,3.77
1878,127,Secure Healthcare Inc. India,Drosec DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1879,128,Cezane Remedies Private Limited,C Drox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1880,129,Zetek Pharmaceuticals Pvt. Ltd.,Ceftek DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1881,130,Tuttsan Pharma Pvt Ltd.,Cefaxer-Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1882,131,Vega Laboratories Pvt. Ltd.,Vedrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1883,132,B.L. Pharma Ltd.,Bacdroxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1884,133,Rhydburg Pharmaceuticals Ltd.,Recef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1885,134,Mars Life Sciences Ltd.,L C Drox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1886,135,Sain Medicaments Pvt. Ltd.,Seadrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1887,136,Dial Pharmaceuticals Pvt. Ltd.,Unic DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1888,137,Ortin Laboratories Ltd,Ardrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1889,138,Elegant Drugs Pvt. Ltd.,Efadrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1890,139,Alpha Health Care,Roxyl DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1891,140,Obzone Pharmaceuticals Pvt. Ltd.,Obdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1892,141,Zedip Formulations,Zedri DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38,3.8
1893,142,Stadchem of India,Chemid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.3,3.83
1894,143,Neiss Labs Pvt. Ltd.,Nisdrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.35,3.84
1895,144,Shreeyam Health Care,Vinoxyl Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.35,3.84
1896,145,Shantam Pharmaceuticals Pvt. Ltd.,Hidroxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,388,3.88
1897,146,Admac Pharma Ltd.,Adrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,38.86,3.89
1898,147,Lanark Laboratories Pvt Ltd,Cefzil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,20 Tablet,78,3.9
1899,148,Alkem Laboratories Ltd,Cefoxid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1900,149,Biocin Healthcare,B Dril (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1901,150,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1902,151,Cadex Laboratories,Kedril DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1903,152,Wens Pharma Pvt Ltd,Bdroxil DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1904,153,Jubilant Pharmaceuticals Pvt. Ltd.,Droxicef Kid Tab (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1905,154,Tunic Healthcare,Droxytop (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,39,3.9
1906,155,Prisma Healthcare,Prodoxyl (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1907,156,Maneesh Healthcare (Maneesh Pharmaceuticals Ltd),Megadrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1908,157,Medo Chem Lab (P) Ltd.,Merox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1909,158,Lancer Health Care Pvt. Ltd.,Faxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1910,159,Acichem Laboratories,Acidrox Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1911,160,Konark Biochem,Droxykon (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1912,161,Instant Remedies Private Limited,Okadrox (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1913,162,Ratchet Biotech Pvt. Ltd.,Racef LB (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1914,163,Citadel Aurobindo Biotech Ltd. (CABL),Cedrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1915,164,Neuron Pharma Pvt. Ltd.,Nedrox DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1916,165,Quzen Biotek,Qucef Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,100 Tablet,400,4
1917,166,Apco Pharma Ltd.,Bidoxil (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,40,4
1918,167,CFL Pharmaceuticals Ltd,Cetron-DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,4 Tablet,16.26,4.07
1919,168,Tosc International Pvt Ltd.,Cefatos-Kid (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,200 Tablet,815,4.08
1920,169,Pifer Pharmaceuticals Pvt Ltd,Pyceff DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
1921,170,Affy Pharma Pvt. Ltd.,Affycef DT (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
1922,171,Sri Biotec & Pharmaceuticals,Sricef (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
1923,172,Norris Medicines Ltd.,Cefnor (250 mg),Tablet    ,1 Tablet,Cefadroxil-250 mg,10 Tablet,42,4.2
